RP_ID,Year,Author,Title,Venue,DOI,Contribution,Dataset,Data Size,Models Used,Evaluation Metrics,Key Results,Strengths,Limitations
RP21,2024,Tseng,QuIP#: Even Better LLM Quantization with Hadamard Incoherence and Lattice Codebooks,ICML 2024 (PMLR 235),,"QuIP# is a weight-only PTQ method that combines Randomized Hadamard Transform incoherence processing, an E_8 lattice (E8P) vector-quantization codebook with BlockLDLQ rounding, and inter-layer fine-tuning to reach state-of-the-art at 2-4 bits with fast GPU inference.","WikiText-2; C4; RedPajama 1T (calibration / fine-tuning); ARC-Challenge (zeroshot); ARC-Easy (zeroshot); PIQA (zeroshot); WinoGrande (zeroshot); BoolQ (zeroshot, appendix)","Hessians: 6144 calibration sequences from RedPajama 1T at native context length (2048 for Llama 1, 4096 for Llama 2). Fine-tuning: 256 train + 128 validation sequences from RedPajama 1T.",Llama 1 7B; Llama 1 13B; Llama 1 30B; Llama 1 65B; Llama 2 7B; Llama 2 13B; Llama 2 70B; Mixtral 8x7B; Falcon 180B; Llama 2 70B Chat (qualitative example generations only),Perplexity (ctx 4096)=3.91 (Llama-2-70B 2-bit WikiText-2); Perplexity (ctx 4096)=3.35 (Llama-2-70B 3-bit WikiText-2); % Peak Memory Bandwidth=56.84 (Llama-2-70B 2-bit Llama RTX 4090 (FlashAttention)); Throughput (tok/s)=106.3 (Llama-2-7B 2-bit Llama RTX 4090 (HuggingFace)) | other metrics: WikiText-2 perplexity; C4 perplexity; Zeroshot accuracy (LM Eval); Generation throughput (tokens/sec),"Llama-2-70B at 2 bits with QuIP# reaches WikiText-2 PPL 4.16 vs FP16 3.32 (ctx 2048) | Llama-2-70B at 3 bits with QuIP# reaches WikiText-2 PPL 3.35 vs FP16 3.12 (ctx 4096), beating AQLM 3.04-bit at 3.36 PPL | Llama-2-70B at 2 bits achieves 32.74 tok/s and 56.84% peak memory bandwidth on RTX 4090 (FlashAttention impl.) | QuIP# 2-bit Llama-2-7B reaches 106.3 tok/s vs FP16 33.1 tok/s (~3.2x speedup) on RTX 4090 via HuggingFace impl.","First PTQ method where 3-bit models scale better than theoretical lossless 4-bit models on Llama 2. | Hardware-friendly E8P codebook fits in 1 KiB of GPU L1 cache, enabling >50% peak memory bandwidth at 2 bits. | RHT incoherence processing improves the theoretical bound on incoherence and runs in O(n log n) time. | Fine-tuning step can quantize Llama 2 70B in roughly 100 GPU-hours, far cheaper than QAT (LLM-QAT 960 GPU-hours).","Method is restricted to weight-only quantization; activations stay in FP16. | RHT requires power-of-2 dimensions or special factorisations; non-supported sizes need an alternative RFFT. | Authors note QuIP# fast-inference design choices restrict quantization quality, so better quality is possible but slower. | RFFT incoherence variant performs slightly worse than RHT in practice (Table 1)."
RP22,2024,Hooper,KVQuant: Towards 10 Million Context Length LLM Inference with KV Cache Quantization,NeurIPS 2024 (arXiv preprint arXiv:2401.18079),,"KVQuant is a sub-4-bit KV cache PTQ method using per-channel pre-RoPE Key quantization, sensitivity-weighted non-uniform datatypes (nuqX), and per-vector dense-and-sparse outlier handling, enabling 10M context length LLaMA-7B inference on an 8-GPU system with under 0.1 perplexity loss.",Wikitext-2; C4; LongBench; RULER; Passkey Retrieval,16 calibration samples of sequence length 2K from the Wikitext-2 training set,LLaMA-7B; LLaMA-13B; LLaMA-30B; LLaMA-65B; Llama-2-7B; Llama-2-13B; Llama-2-70B; Llama-3-8B; Llama-3-70B; Mistral-7B; LLaMA-2-7B-32K; Llama-2-70B-32K LongLoRA,Perplexity=5.68 (LLaMA-7B 16-bit WikiText-2); Perplexity=5.72 (LLaMA-7B 4-bit WikiText-2); Perplexity=5.69 (LLaMA-7B 4-bit WikiText-2); Perplexity=5.87 (LLaMA-7B 3-bit WikiText-2) | other metrics: Perplexity (PPL); Passkey retrieval success rate; LongBench task scores; RULER accuracy; Latency (microseconds),"LLaMA-7B at 3-bit (KVQuant-3bit-1%): Wikitext-2 PPL 5.75 vs fp16 5.68 (Δ 0.07) | LLaMA-7B at 2-bit (KVQuant-2bit-1%): Wikitext-2 PPL 6.01 vs fp16 5.68 with 6.9× memory savings | Up to 1.7× speedup over fp16 matvec for Value at l=16K on A6000 (LLaMA-2-7B-32K, nuq4-1%) | Enables 1M context length LLaMA-7B on a single A100-80GB GPU and 10M context on 8-GPU system (nuq2)","Sub-4-bit KV cache quantization with under 0.1 PPL degradation across LLaMA, Llama-2, Llama-3, Mistral models. | Enables 1M context on single A100 GPU and 10M context on an 8-GPU system for LLaMA-7B. | Custom CUDA kernels deliver up to 1.7× speedup vs fp16 matvec on A6000. | Code released at github.com/SqueezeAILab/KVQuant for reproducibility.","Latency benchmarks focus on memory-bandwidth-bound generation, not prompt processing where many KV pairs compress at once. | Does not address training of long-context models (>100K), only inference. | Sparse matrix memory allocation is inefficient; appending new tokens requires copying prior data."
RP23,2023,Wang,DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models,"NeurIPS 2023 (Datasets and Benchmarks Track, Outstanding Paper)",arXiv:2306.11698,"DecodingTrust is a comprehensive benchmark assessing GPT-3.5, GPT-4 and six open LLMs across eight trustworthiness dimensions: toxicity, stereotype bias, adversarial robustness, OOD robustness, robustness to adversarial demonstrations, privacy, machine ethics, and fairness.","REALTOXICITYPROMPTS; LLM-generated challenging toxic prompts (1.2K, GPT-3.5/GPT-4); DecodingTrust Stereotype dataset (1,152 prompts, 16 topics, 24 demographic groups); AdvGLUE; AdvGLUE++ (authors' new adversarial set); RealtimeQA (OOD knowledge, 2020 vs 2023 events); Enron Email Dataset; Constructed PII conversation dataset (18 PII types); ETHICS (commonsense morality, short and long); Jiminy Cricket; Adult (UCI tabular fairness dataset)","Eight perspectives totaling >270K prompts, e.g. toxicity uses two 1.2K subsets of REALTOXICITYPROMPTS plus 1.2K LLM-generated, stereotype 1,152 prompts, AdvGLUE++ 11.5K examples, Enron ~3,300 (name,email) pairs, ETHICS 3,885 test, Adult 200 test samples per setting.",GPT-4 (gpt-4-0314); GPT-3.5 (gpt-3.5-turbo-0301); GPT-3 Ada / Curie / Davinci; Llama-v2-7B-Chat; Vicuna-7B; Alpaca-7B; MPT-7B; Falcon-7B; RedPajama-INCITE-7B-Instruct; Vicuna-13B (AdvGLUE++ source); StableVicuna-13B (AdvGLUE++ source),Toxicity Probability=32.0 (GPT-3.5 REALTOXICITYPROMPTS-Toxic); Toxicity Probability=31.0 (GPT-4 REALTOXICITYPROMPTS-Toxic); Expected Maximum Toxicity (Adversarial Prompt)=0.86 (GPT-3.5 REALTOXICITYPROMPTS-Toxic); Expected Maximum Toxicity (Adversarial Prompt)=0.94 (GPT-4 REALTOXICITYPROMPTS-Toxic) | other metrics: Expected Maximum Toxicity (Perspective API); agreementIndex (stereotype agreement rate); Robust Accuracy on AdvGLUE / AdvGLUE++; Attack Success Rate (ASR); Refusal Rate (RR) and Non-Existence Rate (NE),"Adversarial system prompts push GPT-4 toxicity probability from 31% (benign) to 100% on REALTOXICITYPROMPTS, showing alignment is bypassed by jailbreaking system prompts. | AdvGLUE++ adversarial texts cut GPT-4 robust accuracy from 78.18% on AdvGLUE to 55.64% (Alpaca-source), and GPT-3.5 from 67.37% to 49.23%. | 5-shot prompting with known email domain extracts up to 48.19% (GPT-4) and 44.04% (GPT-3.5) of Enron email addresses; unknown-domain rate is ~100x lower. | Combined jailbreaking prompts raise FPR on ETHICS from 4% (benign) to 94% on GPT-4 and to 65.5% on GPT-3.5 (ΔFPR +90% / +59.5%). | Aggregated DecodingTrust scores: Llama-v2-7B-Chat best on Toxicity 80, Bias 97.6, Privacy 97.4, Fairness 100; GPT-4 best on Adv 64.04, OoD 87.55; GPT-3.5 best on Demo 81.28 and ME 86.38.","First comprehensive eight-dimension trust benchmark on GPT-3.5/GPT-4 with 270K+ prompts, covering toxicity, bias, robustness, privacy, ethics, and fairness. | Releases a publicly available, extensible toolkit and leaderboard, evaluated on six open LLMs (Llama-2, Vicuna, Alpaca, MPT, Falcon, RedPajama) plus GPT models. | Surfaces a counter-intuitive finding that GPT-4 follows jailbreak instructions more precisely and is therefore more vulnerable than GPT-3.5 under misleading prompts. | Introduces new attack constructions (33 system prompts, AdvGLUE++, evasive sentences, jailbreak ethical prompts) that go well beyond static benchmarks.","Pretraining data of GPT-3.5/GPT-4 is closed, so failures cannot be traced to causes and OOD design rests on hypotheses. | Trust dimensions like toxicity and ethics are subjective; the paper provides objective metrics without human-alignment validation. | Snapshot of GPT models on March 2023; conclusions may not hold as APIs evolve. | Released jailbreaking prompts could be misused to fine-tune models against the benchmark itself."
RP24,2024,Kirsten,The Impact of Inference Acceleration on Bias of LLMs,arXiv preprint,,"Probes how five inference acceleration strategies (INT4/INT8, AWQ, KV4/KV8, structured/unstructured Wanda pruning) change demographic bias in three instruction-tuned LLMs across six bias metrics.",CrowSPairs; GlobalOpinionQA; WorldBench; DT-Stereotyping; DiscrimEval; DiscrimEvalGen,"1,508 CrowSPairs prompts; 9,450 DiscrimEval prompts; 70 DiscrimEvalGen scenarios; 2,556 GlobalOpinionQA questions; 2,225 WorldBench questions; 1,152 DT-Stereotyping prompts",LLaMA-2-7B-chat; LLaMA-3.1-8B-Instruct; Mistral-7B-Instruct-v0.3,Wasserstein-Gini bias=0.16 (Mistral-7B-v0.3 GlobalOpinionQA); Wasserstein-Gini bias=0.15 (Mistral-7B-v0.3 4-bit GlobalOpinionQA); Mean absolute relative error=0.59 (Mistral-7B-v0.3 WorldBench); Bias score=0.49 (LLaMA-2-7B 4-bit DiscrimEval) | other metrics: CrowSPairs stereotype probability score; GlobalOpinionQA Wasserstein-Gini divergence; WorldBench mean absolute relative error; DT-Stereotyping agreement rate; DiscrimEval max-min P(yes) gap,AWQ 4-bit on Mistral DiscrimEval rises from 0.21 to 0.94 (+348%) under greedy decoding | Structured Wanda pruning on Mistral DT-Stereotyping drops agreement from 0.87 to 0.26 (-70%) | AWQ on LLaMA-2 WorldBench raises mean error from 0.22 to 0.49 (+123%) | Mistral DT-Stereotyping agreement rate jumps from 34 to 71 under AWQ (+109%),"Tests six diverse bias metrics across three modern instruction-tuned LLMs and five acceleration strategies | Introduces a new generation-based bias dataset, DiscrimEvalGen, that forces the model to choose between groups | Releases full code on GitHub for reproducibility of every metric and acceleration setting | Shows that bias effects after quantization are model-specific and direction-unpredictable, contradicting prior uniform claims","Benchmark coverage is not exhaustive and may miss domain-specific or harder bias manifestations | Only training-free acceleration is studied; fine-tuning and retraining-based methods are excluded | Fixed hyperparameters (greedy and five-sample nucleus) limit the range of behaviors observed | Results should be read as indicative, not definitive, since bias in modern instruction-tuned LLMs is under-explored"
RP25,2023,Kwon,Efficient Memory Management for Large Language Model Serving with PagedAttention,SOSP '23 (29th ACM Symposium on Operating Systems Principles),10.1145/3600006.3613165,"Proposes PagedAttention, an attention algorithm that stores KV cache in non-contiguous paged blocks like OS virtual memory, and builds vLLM, a serving system that yields 2-4x throughput over FasterTransformer and Orca.",ShareGPT; Alpaca; WMT16 English-to-German translation,1-hour synthetic Poisson traces (15 minutes for OPT-175B); ShareGPT inputs/outputs ~8.4x and ~5.8x longer than Alpaca on average,OPT-13B; OPT-66B; OPT-175B; LLaMA-13B,"Throughput speedup over SOTA=2-4x (OPT/LLaMA 16-bit ShareGPT/Alpaca); Effective KV cache memory utilization (%)=20.4-38.2 (OPT-13B 16-bit ShareGPT/Alpaca); Sustainable request rate vs Orca (Oracle)=1.7-2.7x (OPT (13B/66B/175B), LLaMA-13B 16-bit ShareGPT); Sustainable request rate vs FasterTransformer=22.0 (OPT (13B/66B/175B), LLaMA-13B 16-bit ShareGPT) | other metrics: Normalized latency (mean end-to-end latency divided by output length); Sustained request rate (requests per second); Average number of batched requests; KV-cache memory saving from sharing (%); Effective KV-cache memory utilization (%)","vLLM yields 2-4x throughput improvement over FasterTransformer and Orca at the same level of latency | On ShareGPT, vLLM sustains 1.7-2.7x higher request rates than Orca (Oracle) and 2.7-8x higher than Orca (Max); up to 22x higher than FasterTransformer | Beam search with width 6 on OPT-13B/Alpaca: improvement over Orca (Oracle) grows from 1.3x (basic sampling) to 2.3x; KV memory savings of 37.6-55.2% | Shared-prefix translation (LLaMA-13B, WMT16): 1.67x throughput over Orca (Oracle) for 1-shot prefix, 3.58x for 5-shot prefix | Existing systems waste ~80% of KV cache memory; only 20.4-38.2% of KV cache stores actual token states","Cuts KV cache memory waste from ~80% to near zero, allowing 2-4x more requests per batch on the same GPU. | Enables flexible KV cache sharing across sequences for parallel sampling, beam search, and shared prefixes via copy-on-write. | Open-source code released; widely adopted backbone for LLM serving research and production. | Throughput gains scale with longer sequences, larger models, and more complex decoding algorithms.","PagedAttention adds 20-26% overhead to the attention kernel versus the highly-optimised FasterTransformer kernel. | Authors note paging benefits do not generalise: workloads with static shapes or compute-bound serving may see no gain or a slowdown. | Swapping recovery suffers from small-block PCIe overhead; recomputation only matches it for medium block sizes. | Block-size choice is a tradeoff: too small underutilises GPU, too large increases internal fragmentation and reduces sharing."
RP26,2024,Hong,Decoding Compressed Trust: Scrutinizing the Trustworthiness of Efficient LLMs Under Compression,"ICML 2024 (Proceedings of the 41st International Conference on Machine Learning, PMLR 235)",,"First comprehensive evaluation of compressed LLMs on trustworthiness across eight DecodingTrust dimensions, comparing five SoTA quantization and pruning methods.",MMLU; DecodingTrust; AdvGLUE++; C4 (calibration); MT-Bench,128 calibration sequences for GPTQ/AWQ/SparseGPT/Wanda; MMLU 57 tasks; DecodingTrust 33 test cases across 8 trust metrics,LLAMA2 13b; LLAMA2 13b Chat; Vicuna 13b Chat; LLAMA2 7b Chat; LLAMA2 70b Chat,MT-Bench Score (1-10)=2.89 (Llama-2-13B-Chat 3-bit MT-Bench); Ethics Score (text)=76.3 (Llama-2-13B-Chat 4-bit DecodingTrust-Ethics); Trustworthiness drop (worst-case)=50.0 (Llama-2-13B-Chat 3-bit DecodingTrust-Toxicity); Trustworthiness drop=30.0 (Llama-2-13B-Chat 3-bit DecodingTrust-OOD) | other metrics: MMLU accuracy; DecodingTrust 8-dimension trust score (0-100); Refusal rate; False Positive Rate (FPR); Equalized Odds Difference (EOD),LLAMA2 13b Chat at 4-bit GPTQ improves Ethics from 54.1 to 76.3 (+22.2) and at 4-bit AWQ to 62.8 (+8.7) vs FP16 | LLAMA2 13b Chat 4-bit GPTQ MT-Bench drops to 6.55 vs FP16 7.00; 3-bit GPTQ collapses to 2.89 while AWQ 3-bit holds 6.42 | GPTQ 3-bit causes catastrophic trust drops on LLAMA2 13b Chat: ~30 points OOD robustness and ~50 points Toxicity vs dense | Pruning at 50% sparsity (2:4) significantly degrades trustworthiness while 4-bit quantization preserves it,First comprehensive trust evaluation of compressed LLMs across 8 dimensions plus benign MMLU | Tests three models and five SoTA compression methods across multiple bit-widths and sparsity rates | Shows quantization can unexpectedly improve fairness and ethics at moderate bit-widths (4-bit) | Reports multi-seed runs for 3-bit and 4-bit quantization giving variance estimates,"Limited to 13b-class models for main analysis; 7b/70b only briefly tested with GPTQ | Restricted to 2:4 semi-structured pruning, excluding broader unstructured pruning regimes | GPTQ at 3-bit shows large variance (up to 15 points) making the result unpredictable | Authors modify DecodingTrust scoring to handle large refusal-rate biases, complicating cross-paper comparison"
RP27,2024,Zhelnin,GIFT-SW: Gaussian noise Injected Fine-Tuning of Salient Weights for LLMs,arXiv preprint,,GIFT-SW is a PEFT method that updates only salient weight columns while injecting Gaussian noise into non-salient columns; it also recovers performance of mixed-precision quantized LLMs.,TULU-V2-Mix; OpenOrca; Pile (validation); WikiText-2; HellaSwag; BoolQ; WinoGrande; PiQA; ARC-easy; ARC-challenge,"512 random sentences from the Pile validation set for sensitivity calibration; 128 random Wikitext-2 samples for GPTQ Hessian; 500 training iterations (one epoch, batch 128 for 7B / 64 for 13B)",LLaMA2-7B; LLaMA2-13B; LLaMA3-8B; TULU2-7B; TULU2-13B,"Mean accuracy (%)=73.33 (LLaMA2-7b 16-bit TULU-V2-mix); Mean accuracy (%)=75.93 (LLaMA2-13b 16-bit TULU-V2-mix); Mean accuracy (%)=72.53 (LLaMA2-7b 4-bit TULU-V2-mix); Mean accuracy (%)=61.09 (LLaMA2-7b 2-bit TULU-V2-mix) | other metrics: Zero-shot accuracy (mean across 6 benchmarks); Per-benchmark accuracy on BoolQ, HellaSwag, WinoGrande, ARC-e, ARC-c, PiQA","GIFT-SW reaches 73.33 mean accuracy on LLaMA2-7B with TULU-V2-mix, beating FT (71.97), LoRA (71.78) and DoRA (72.03) | At 2-bit quantization GIFT-SW reaches 61.09 on LLaMA2-7B vs STE 58.20 and QUIK+LoRA 41.44 (more than 5 points over second-best) | GIFT-SW matches TULU2 on LLaMA2-7B (73.33 vs 73.49) using 174M trainable params and 500 iters vs 6.7B / 5K (~10x less compute) | Pre-GIFT-SW outperforms at 4-bit (73.15 vs 72.53 Post-GIFT-SW) on LLaMA2-7B but Post-GIFT-SW dominates at 2-bit (61.09 vs 47.08)","Outperforms full FT, LoRA, and DoRA on LLaMA2-7B/13B and LLaMA3-8B with the same training budget across most zero-shot tasks. | At 2-bit quantization GIFT-SW beats STE and QUIK+LoRA by more than 5 points on average accuracy. | Matches or beats TULU2 on LLaMA2 using ~3% of parameters and roughly ten times less compute. | More stable than LoRA/DoRA across data budgets; performance scales smoothly with training data size.",Results reported only on LLaMA models; transfer to other architectures is untested. | Only GPTQ (via QUIK) used for quantization; other PTQ methods like RTN or QuantEase not tested. | No CUDA kernels provided; lacks an efficient implementation of the algorithm for inference. | Authors could not confirm models trained with noise injection are more robust to further degradation (Q3).
RP28,2024,Ashkboos,SliceGPT: Compress Large Language Models by Deleting Rows and Columns,ICLR 2024,arXiv:2401.15024,"SliceGPT is a post-training structured pruning method that applies an orthogonal transform (computational invariance) and slices entire rows and columns of weight matrices, reducing the embedding dimension while keeping competitive accuracy without recovery fine-tuning.",WikiText-2; Alpaca; PIQA; WinoGrande; HellaSwag; ARC-e; ARC-c,Calibration set size 1024 sequences with sequence length 2048 (main experiments); ablations from 128 to 4096,OPT-125M; OPT-1.3B; OPT-2.7B; OPT-6.7B; OPT-13B; OPT-30B; OPT-66B; LLaMA-2-7B; LLaMA-2-13B; LLaMA-2-70B; Phi-2,"Avg Accuracy retention vs Dense (%)=99 (LLAMA-2 70B Zero-shot avg (PIQA/WinoGrande/HellaSwag/ARC-e/ARC-c)); Avg Accuracy retention vs Dense (%)=99 (OPT 66B Zero-shot avg (PIQA/WinoGrande/HellaSwag/ARC-e/ARC-c)); Avg Accuracy retention vs Dense (%)=90 (Phi-2 Zero-shot avg (PIQA/WinoGrande/HellaSwag/ARC-e/ARC-c)); Total compute relative to dense (%)=64 (LLAMA-2 70B RTX6000 24GB) | other metrics: WikiText-2 perplexity (PPL); Zero-shot accuracy (PIQA, WinoGrande, HellaSwag, ARC-e, ARC-c, average); Per-token inference time (ms) and total compute (GPUms); Throughput (tokens/sec)","LLaMA-2 70B sliced 25% reaches WikiText-2 PPL 4.60 vs dense 3.32 (Δ 1.28); SparseGPT 2:4 reaches 4.98 | Sliced models keep 99% (LLAMA-2 70B), 99% (OPT 66B) and 90% (Phi-2) of zero-shot accuracy at 25% slicing (90% Phi-2 with RFT) | LLaMA-2 70B at 25% slicing: 110ms/token on 3 A100s vs 125ms on 4 (compute reduced to 66%); 215ms on 5 RTX6000 vs 252ms on 7 (reduced to 64%) | LLaMA-2 70B sliced 25% achieves 1.55x throughput on 80GB H100 (839 vs 541 tokens/s); 50% achieves 3.75x on a single GPU","Structured sliced models use dense kernels and run faster on standard hardware without custom sparse code. | Reduces inference compute on LLaMA-2 70B to 64% on RTX6000 and 66% on A100, cutting GPU count. | Single-shot method: no recovery fine-tuning needed to keep most accuracy at 25% slicing. | Beats SparseGPT 2:4 in WikiText-2 PPL on every LLaMA-2 size at 25% slicing.","Sliced LLaMA-2 models lose more accuracy than OPT models because LLaMA-2's eigenvalue spectrum is flatter. | Smaller models (under 13B) gain less from slicing because they hold less spare embedding dimension. | Adds a small DxD residual-connection overhead per block that cannot be pre-computed. | Sliced models keep more parameters than SparseGPT 2:4 at matched compute, since slicing does not exploit unstructured zeros."
RP29,2024,Ashkboos,QuaRot: Outlier-Free 4-Bit Inference in Rotated LLMs,NeurIPS 2024 (arXiv:2404.00456),arXiv:2404.00456,"QuaRot is a rotation-based PTQ scheme that fuses randomized Hadamard transforms into LLM weights to eliminate activation outliers, enabling end-to-end 4-bit quantization of weights, activations, and KV cache with minimal accuracy loss.",WikiText-2; PIQA; WinoGrande; HellaSwag; LAMBADA (OpenAI); ARC-Easy; ARC-Challenge,128 samples of 2048-token sequences from WikiText-2 training set used as the GPTQ calibration set,LLaMA-2-7B; LLaMA-2-13B; LLaMA-2-70B; LLaMA-3-8B; LLaMA-3-70B; Phi-3-mini-4k-instruct,"Perplexity=6.1 (LLAMA2-7B 4-bit WikiText-2); Perplexity=3.79 (LLAMA2-70B 4-bit WikiText-2); Average Accuracy=75.98 (LLAMA2-70B 4-bit Zero-shot Avg (6 tasks)); Prefill Speedup over FP16=2.16 (LLAMA2-7B 4-bit RTX 3090 (batch=64)) | other metrics: WikiText-2 perplexity (PPL); Zero-shot accuracy (PIQA, WinoGrande, HellaSwag, ARC-E, ARC-C, LAMBADA, average); Peak memory saving during decoding; Per-layer runtime (ms) on RTX 3090","LLaMA-2-70B 4-bit (W4A4KV4) QuaRot reaches WikiText-2 PPL 3.79 vs FP16 3.32 (delta 0.47), beating QUIK-4B (6.91) with 0 outlier features | LLaMA-2-70B at 4-bit QuaRot retains 75.98% zero-shot average vs 77.07% FP16 (1.09% drop, ~99% retention) | Up to 3.33x prefill speedup on LLaMA-2-70B and 2.16x on LLaMA-2-7B over FP16 on a single NVIDIA RTX 3090 | Decoding-stage peak memory saving up to 3.89x on LLaMA-2-70B and 3.75x on LLaMA-2-7B over FP16","First end-to-end 4-bit scheme that quantizes weights, activations, and KV cache without keeping outlier channels in higher precision. | Strong accuracy retention: LLaMA-2-70B at 4-bit loses at most 0.47 PPL on WikiText-2 and keeps 99% of zero-shot accuracy. | Real consumer-GPU speedups: up to 3.33x prefill speedup on LLaMA-2-70B and up to 3.89x decoding memory saving on RTX 3090. | Lossless 6- and 8-bit quantization without any calibration data, using simple round-to-nearest weight quantization.","4-bit RTN weight quantization shows a large gap to GPTQ on small models (LLaMA-2-7B PPL rises from 6.10 to 8.37). | 4-bit KV cache offers no decoding speedup at small batch sizes (<=8); benefit only appears at large batch or long sequence. | LLaMA-3 is more sensitive to 4-bit quantization than LLaMA-2, with larger PPL gaps to FP16 (8.16 vs 6.14 on LLaMA-3-8B). | Performance results measured on a single transformer block since the full model does not fit on the GPU cluster used."
RP30,2024,Egiazarian,Extreme Compression of Large Language Models via Additive Quantization,ICML 2024 (arXiv:2401.06118),arXiv:2401.06118,"AQLM extends classic Additive Quantization (a multi-codebook method from information retrieval) to LLM weight compression, achieving Pareto-optimal accuracy below 3 bits per parameter and strong results in the 2-bit regime, with practical GPU/CPU kernels.",WikiText-2; C4; WinoGrande; PiQA; HellaSwag; ARC-easy; ARC-challenge; RedPajama (calibration),Calibration uses RedPajama subset at 4096-token sequences (8M tokens for LLAMA 2; 4M for QuIP). End-to-end fine-tuning uses 4-16M training tokens.,LLAMA 2 7B; LLAMA 2 13B; LLAMA 2 70B; Mixtral 8x7B,Perplexity=4.94 (LLAMA-2-13B 2-bit WikiText-2); Perplexity=3.94 (LLAMA-2-70B 2-bit WikiText-2); Average Zero-shot Accuracy=68.75 (LLAMA-2-70B 2-bit WinoGrande+PiQA+HellaSwag+ArcE+ArcC); Speedup over FP16 (gate_proj matvec)=3.05 (LLAMA-2-70B 2-bit RTX 3090 GPU) | other metrics: Perplexity (WikiText-2); Perplexity (C4); Zero-shot accuracy (5 tasks averaged); Average bits per parameter; Matrix-vector multiplication latency (microseconds),"LLAMA 2 70B at 2.07-bit AQLM reaches WikiText-2 PPL 3.94 vs FP16 3.12, beating QuIP# 2.01-bit (PPL 4.16) and average zero-shot accuracy 68.75 vs 67.67 | LLAMA 2 7B at 2.02-bit AQLM gets WikiText-2 PPL 6.59 vs QuIP# 8.22 at the same bit budget (FP16 baseline 5.12) | LLAMA 2 70B at 3.01-bit AQLM reaches WikiText-2 PPL 3.36 vs FP16 3.12, beating GPTQ 4.40 and QuIP 3.87 at 3 bits | GPU matrix-vector speedup of x1.20-x1.31 over FP16 on RTX 3090; CPU 2x8-bit AQLM gives up to x4.07 speedup over FP32 on Intel i9 for LLAMA 2 70B","First scheme to be Pareto optimal below 3 bits per parameter, beating QuIP# and prior baselines across LLAMA 2 7B/13B/70B at 2-3 bit budgets. | Provides fast GPU and CPU kernels that match or beat FP16 latency, with up to x4 CPU speedup and around 14 tokens/s on LLAMA 2 70B. | Uses a homogeneous quantized format with no sparse outlier matrix, making it simpler to deploy than mixed sparse-quantized methods like SpQR. | Open-source GitHub release of code and quantized checkpoints supports reproducibility.","More compute-expensive than direct PTQ methods like RTN or GPTQ because of the more complex coding representation. | Strict 2-bit AQLM is not Pareto optimal for the same model; only the 2.5-bit point becomes Pareto optimal. | Beam search picked for codes is not the fastest MRF solver; randomized ICM could be faster but was not implemented. | Codebook update uses Adam as a workaround instead of a closed-form least-squares solver, leaving extra hyperparameters in the loop."
